,NWP,AUS,IND,ARC,NEA,NEP,NWA,SEA,SWA,SP,ACC,ALL
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0018584280303030303,5.180651041666667,7.376675347222222,0.0,1.7544140341321715,16.220025426329403,2.60863309352518,0.8155437868530246,2.795753205128205,48.69051438053097,10.600798611111111,11.457873939987888
2,1.290423768939394,2.6816666666666666,2.9278211805555556,26.870927372685184,3.0500862381989835,6.319670334487747,0.2512284512013031,14.973220135400743,5.393669871794872,8.003512168141594,1.6445601851851852,5.253792153320711
3,0.0,3.9448567708333333,2.0704600694444446,17.844111689814813,0.12012073347857662,4.2693583505034125,0.09518121351975024,0.5489735750163791,5.675741185897436,3.1277286135693214,4.279189814814814,3.0499050988608296
4,0.0,6.490338541666667,1.9872309027777777,17.708622685185187,0.00963371459694989,8.117341048909152,1.1425817836297,14.781120331950207,2.3216145833333335,5.713560103244838,12.627835648148148,5.136502892860165
5,0.3580255681818182,3.7920442708333333,4.936189236111111,16.957241030092593,0.06399782135076254,4.850992942001666,0.0,12.893262721118148,4.583133012820513,18.442090707964603,10.234618055555556,6.45263524099002
6,3.634481534090909,11.078971354166667,4.5578819444444445,0.0,0.0,0.6291993628804816,0.0,1.9672417558418869,0.21372195512820513,4.023534292035398,8.461394675925925,3.380712403607127
7,0.0,6.018138020833334,0.99890625,5.943793402777778,3.045808369644154,2.67233644586676,0.0,1.8489844944310985,9.871654647435898,0.5856471238938054,12.820798611111112,3.2016155255861842
8,2.488008996212121,0.22157552083333334,0.010130208333333333,8.13425925925926,0.0,1.817135007963994,0.0,16.20413845817864,8.869891826923077,2.1000276548672567,4.61416087962963,2.6800314296154246
9,5.548757102272727,0.8169661458333334,4.356848958333333,0.0,2.4564724037763255,11.878611196352637,0.3247183385367178,8.806507971172746,2.152383814102564,13.685149336283185,10.812494212962964,6.152962081556508
10,0.0,2.576471354166667,8.946788194444444,0.0,0.0,18.985387167010067,0.0,0.7604553395937977,3.4602964743589744,27.412380162241888,25.534716435185185,9.594470151365718
