,NWP,SP,AUS,IND,SWA,SEA,NEA,ARC,ACC,NEP,NWA
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.615530303030303,0.7050792772861357,0.9891145833333334,0.8059982638888888,0.7504006410256411,0.8132520746887967,0.34049161585365856,0.7642071759259259,0.5672974537037037,0.7051714815951369,1.05787973394869
2,0.7118963068181818,0.8029775073746312,1.0494921875,0.6195225694444444,0.6898637820512821,1.010733633010604,0.4088187656922525,0.597996238425926,0.5591261574074075,0.6817324974792863,0.7491244740057011
3,0.3138257575757576,0.4805033185840708,0.9448046875,0.6315885416666667,0.7261618589743589,0.7941274781005072,0.163337293758967,0.6361617476851852,0.5518229166666667,0.32998699457863895,0.7011809420388218
4,0.2470525568181818,0.4951603982300885,0.75453125,0.5954340277777778,0.6637620192307693,1.030440295066851,0.12513198305236728,0.43216145833333336,0.5962442129629629,0.5875235631931963,0.6002714809284648
5,0.3490175189393939,0.803816371681416,0.658515625,0.8489149305555556,0.5953725961538462,0.8761036191793453,0.3536061356707317,0.49561631944444445,0.6221643518518518,0.6864232168690544,0.9368806841319397
6,0.6328835227272728,0.6679203539823009,1.0446744791666667,0.8392100694444444,0.6954326923076923,0.9097135776855694,0.34855771386298423,0.45282118055555554,0.6055902777777777,0.4396270805020969,0.947468440342066
7,0.5670099431818182,0.44105825958702066,1.0345703125,0.3895572916666667,0.7963141025641025,0.9024579299216229,0.31620169027977046,0.47880497685185186,0.5556018518518518,0.5244691888416407,0.5888149857472512
8,0.5395359848484849,0.580641592920354,0.9219270833333333,0.6636111111111112,0.765244391025641,0.9704068695251268,0.370844075053802,0.752293113425926,0.5708217592592593,0.6397936667981822,0.5980724854079001
9,0.4897372159090909,0.6217090707964602,0.7949869791666667,0.8314409722222222,0.5999198717948718,0.899368948824343,0.2555208706958393,0.5808666087962963,0.5996064814814814,0.7577484546929113,0.6208768833989412
10,0.37400568181818183,0.5907171828908555,0.731171875,0.661171875,0.5438902243589744,0.5087914937759337,0.2207445973816356,0.4611545138888889,0.5500925925925926,0.6744114681513305,0.41517578390118093
11,0.37335464015151515,0.6483038348082596,0.715234375,0.6586631944444444,0.7302283653846153,0.8633990318118949,0.1916021229375897,0.5773003472222222,0.67890625,0.6711966448935455,0.5706800597258043
12,0.5085108901515152,0.7443123156342183,0.6599739583333334,0.5594791666666666,0.6160657051282051,0.879149377593361,0.23068115584648496,0.43062065972222224,0.6508506944444444,0.6710212908976664,0.638604588027691
13,0.6129734848484848,0.6293141592920354,0.6965625,0.41998263888888887,0.437099358974359,0.6485765329644998,0.5591550282460545,0.439453125,0.37376157407407407,0.7054783510879254,1.0709922627935387
14,0.6066169507575757,0.5893067846607669,1.0171875,0.5555034722222222,0.6900641025641026,0.7333621484555095,0.3500319449426112,0.44037181712962964,0.4931828703703704,0.5788873788961466,0.731043844169947
15,0.6208333333333333,0.7028484513274337,0.6719791666666667,0.7471527777777778,0.6373597756410256,0.7006425772245275,0.48786624596484934,0.45166377314814815,0.5292245370370371,0.7530138968041734,0.9295778471562373
16,0.6219578598484848,0.5393436578171091,0.8109505208333333,0.7485677083333333,0.5844751602564102,0.6520689257722453,0.5939439114060258,0.5273003472222222,0.4933101851851852,0.4613271374921456,1.4902402606216913
17,0.6820904356060606,0.453429203539823,0.9867578125,0.5647309027777778,0.6924679487179487,0.7018153526970954,0.48612244440459107,0.47996238425925924,0.424681712962963,0.20861280376426578,1.1956020089588706
18,0.7078835227272727,0.6073193215339233,0.97375,0.7171440972222223,0.6835737179487179,0.8145141770401106,0.4333793826219512,0.619140625,0.49027777777777776,0.2846725994768606,1.0137912311660107
19,0.7488044507575757,0.6955199115044248,1.195703125,0.74484375,0.555068108974359,0.5438364453665283,0.5158197520624104,0.6682942708333334,0.5603530092592592,0.47767889760787924,0.9996470747929957
20,0.6472537878787878,0.7712573746312684,1.1155989583333332,0.8463368055555556,0.6042467948717949,0.6560165975103734,0.497824381276901,0.5099030671296296,0.5084548611111112,0.6204170502535327,1.0133297135876205
21,0.6819128787878788,0.8186762536873157,1.1732682291666667,0.8240798611111111,0.6497596153846154,0.6438278008298756,0.5891992467718795,0.5781901041666667,0.5973900462962963,0.6598716993263484,1.2779693226550835
22,0.8180752840909091,0.9261799410029499,0.9344401041666667,0.7678819444444445,0.789823717948718,0.6317513831258645,0.6505988275645624,0.5881655092592593,0.58734375,0.9161807899697514,1.1945160852450116
23,0.9298177083333333,0.8825866519174042,1.4211588541666667,0.7729079861111111,0.846895032051282,0.9304863992623329,0.6933675013450502,0.9073712384259259,0.5729803240740741,0.9237356246255461,1.4484593457309625
24,0.6585108901515152,0.7606286873156343,0.9651171875,0.7484375,0.7983774038461539,0.9766712770862149,0.6020610092360115,0.7844545717592593,0.5584895833333333,0.7003930852074292,1.5489615854486223
25,0.6571614583333333,0.6364306784660767,0.9009635416666667,0.7422829861111111,0.6252203525641026,0.7535874827109267,0.5223376412302726,0.780005787037037,0.41833333333333333,0.3909225081466544,1.3350889100040721
26,0.6545336174242424,0.49085545722713864,0.8768619791666666,0.6748524305555555,0.7284254807692307,0.7807831950207469,0.680557018920373,0.7497974537037037,0.4279340277777778,0.40967077287273684,1.042975430975974
27,0.627533143939394,0.5621865781710914,0.9657682291666667,0.7619618055555556,0.6478565705128205,0.7526884508990318,0.559633081510043,0.559056712962963,0.36137152777777776,0.6347376265836657,1.1568345323741007
28,0.6334753787878787,0.5012721238938053,0.9795833333333334,0.7435416666666667,0.5408453525641026,0.6755157906869524,0.4825191109218077,0.5195963541666667,0.34867476851851853,0.4093931290459281,0.9428804126510113
29,0.5670691287878787,0.38964786135693213,0.823046875,0.6312152777777778,0.541025641025641,0.5426636698939604,0.578811255828551,0.5963614004629629,0.3241724537037037,0.33346484883024274,1.2501696755802905
30,0.5469223484848484,0.6976769911504425,0.8764322916666667,0.7333072916666666,0.7111578525641026,0.7736024665744583,0.5318807725071736,0.5726273148148148,0.4047164351851852,0.47726973828416114,1.0386317361205375
31,0.6940104166666666,0.6225294985250738,1.061953125,0.779140625,0.6618189102564103,0.9038871599815583,0.5526589961441895,0.5568793402777777,0.43472800925925925,0.46112255783028655,1.324555449979639
